time,close,high,low,open,volumefrom,volumeto
1519139760,934.5,935.22,934.47,935,10.94,10226.01
1519139820,934.48,934.53,933.48,934.5,13.91,12984.76
1519139880,934.48,934.58,934.04,934.48,9.99,9331.16
1519139940,934.34,934.58,934.06,934.48,9.41,8794.45
1519140000,935.51,935.65,934.34,934.34,9.06,8468.31
1519140060,935.65,935.65,935.04,935.51,14.67,13719.92
1519140120,937.17,937.17,935.65,935.65,36.21,33897.06
1519140180,937.18,937.34,937.15,937.17,4.39,4115.21
1519140240,937.34,937.9,937.15,937.18,17.35,16268.42
1519140300,935.62,937.9,935.22,937.34,63.94,59912.7
1519140360,935.65,938.69,935.25,935.62,14.17,13278.44
1519140420,937.16,937.56,935.25,935.65,10.46,9795.04
1519140480,936.34,937.17,935.27,937.16,6.47,6057.3
1519140540,937.54,937.56,935.66,936.34,8.17,7648.36
1519140600,936.82,938.7,935.69,937.54,55.87,52391.97
1519140660,936.71,938.36,936.71,936.82,11.93,11174.58
1519140720,936.75,937,936.71,936.71,35.15,32932.67
1519140780,936.13,936.85,935.59,936.75,28.48,26669.96
1519140840,936,936.13,935.7,936.13,6.37,5961.56
1519140900,935.87,937,935.87,936,11.4,10675.34
1519140960,937.22,937.49,935.87,935.87,15.74,14749.56
1519141020,937.28,938.99,936.47,937.22,9.69,9085.32
1519141080,937.8,938,936.97,937.28,6.39,5991.13
1519141140,936,938.9,936,937.8,20.79,19477.73
1519141200,936.09,936.18,936,936,12.57,11762.39
1519141260,935.77,936.15,935.77,936.09,24.48,22910.21
1519141320,935.71,935.77,935.7,935.77,7.5,7022.24
1519141380,935.69,935.77,935.69,935.71,6.69,6255.74
1519141440,935.26,935.77,935,935.69,14.77,13819.87
1519141500,935.07,935.75,933.48,935.26,26.37,24661.35
1519141560,935.45,935.77,934.85,935.07,26.13,24437.72
1519141620,936,936.12,935.45,935.45,19.63,18369.4
1519141680,935.86,936.16,935.36,936,8.06,7537.96
1519141740,936.25,936.25,935.3,935.86,12.52,11716.2
1519141800,935.49,936.47,935.49,936.25,11.62,10879.17
1519141860,935.61,936.08,935,935.49,10.51,9834.34
1519141920,936.07,936.21,934.39,935.61,23.72,22185.62
1519141980,935.96,936.07,934.41,936.07,9.34,8737.03
1519142040,935.43,936,935,935.96,8.65,8089.16
1519142100,935.85,936,935.4,935.43,11.04,10326.25
1519142160,937.57,939.55,935.78,935.85,6.28,5891.69
1519142220,938.93,939.55,937.57,937.57,4.02,3770.53
1519142280,940.1,941,938.93,938.93,6.2,5830.87
1519142340,939,940.64,938.51,940.1,27.71,26031.62
1519142400,940.4,940.66,938.78,939,18.76,17639.58
1519142460,939.74,940.99,938,940.4,23.93,22484.02
1519142520,938.65,940.37,937.34,939.74,25.46,23881.07
1519142580,939.07,940.75,937.93,938.65,15.15,14225.04
1519142640,939.99,940.75,938.95,939.07,10.91,10253.29
1519142700,939.3,940.75,938.02,939.99,11.09,10426.75
1519142760,938.39,939.83,938.39,939.3,4.37,4105.81
1519142820,939.97,940.97,938.39,938.39,13.56,12732.96
1519142880,939.99,940.9,939.92,939.97,5.39,5069.68
1519142940,940.53,941,939,939.99,18.24,17151.35
1519143000,939.52,941.92,939.01,940.53,25.66,24124.69
1519143060,938.62,941.14,937.93,939.52,9.09,8534.46
1519143120,939.01,940.52,937.93,938.62,7.49,7035.07
1519143180,941.76,941.77,938.02,939.01,10.35,9738.85
1519143240,940,941.83,938.88,941.76,19.43,18277.54
1519143300,939.48,941.59,938.92,940,20.94,19672.29
1519143360,939.08,940.25,939.01,939.48,6.86,6448.62
1519143420,940.24,940.83,939.01,939.08,20.44,19194.91
1519143480,941.4,942.31,939.37,940.24,8.87,8341.34
1519143540,941.75,942.28,941.4,941.4,12.27,11554.6
1519143600,943.26,943.5,941.75,941.75,17.6,16591.26
1519143660,942.28,943.77,942.22,943.26,36.74,34654.67
1519143720,940.62,942.54,939.08,942.28,44.25,41662.9
1519143780,939.19,941.98,939.02,940.62,26.45,24854.44
1519143840,939.91,940.06,939.02,939.19,6.38,5994.67
1519143900,941,941.11,939.02,939.91,54.09,50892.23
1519143960,941.5,941.61,941,941,21.87,20584.64
1519144020,941.09,941.5,941,941.5,3.89,3664.73
1519144080,941.58,941.99,941,941.09,7.5,7062.68
1519144140,941.18,941.99,941.18,941.58,12.33,11610.02
1519144200,941,941.77,941,941.18,57.9,54487.74
1519144260,939.01,941.17,939,941,52.11,49013.27
1519144320,939.14,939.58,939,939.01,10.72,10065.29
1519144380,939.06,939.56,939.02,939.14,13.3,12493.09
1519144440,938.16,939.11,938,939.06,44.37,41651.58
1519144500,938.2,938.69,938,938.16,18.24,17115.22
1519144560,938.13,938.93,938,938.2,15.33,14381.95
1519144620,938.19,938.41,938,938.13,9.93,9320.07
1519144680,938.24,938.72,937.99,938.19,4.17,3913.45
1519144740,937.17,938.24,937.17,938.24,4.42,4144.81
1519144800,937.43,937.57,936.58,937.17,5.7,5340.39
1519144860,936.63,937.53,935.26,937.43,89.02,83428.89
1519144920,935,936.63,935,936.63,6.45,6037.42
1519144980,934.44,935.25,934,935,12.82,11985.81
1519145040,934.49,936.33,933.5,934.44,19.81,18512.54
1519145100,933.98,934.49,933.54,934.49,6.94,6479.87
1519145160,934.1,936.26,933.65,933.98,12.21,11421.36
1519145220,933.87,934.1,933.61,934.1,12.57,11742.33
1519145280,934.01,934.14,933.87,933.87,11.52,10757.99
1519145340,934.68,936.45,934.01,934.01,9.29,8686.45
1519145400,934.87,936.2,934.19,934.68,5.47,5112.32
1519145460,936.18,936.18,934.85,934.87,38.16,35679.31
1519145520,935.31,936.18,935,936.18,4.25,3974.39
1519145580,935.24,935.66,934.98,935.31,16.18,15135.34
1519145640,934.27,935.24,934.27,935.24,1.88,1753.16
1519145700,934.21,934.78,934,934.27,10.13,9466.6
1519145760,933.5,935.66,933.5,934.21,15.29,14278.86
1519145820,933.8,935,933.5,933.5,9.44,8814.55
1519145880,933.59,934.99,933.5,933.8,36.71,34278.81
1519145940,933,933.59,933,933.59,5.3,4951.92
1519146000,933.36,933.58,933,933,12.51,11672.22
1519146060,933.65,934.99,933.13,933.36,4.07,3803.06
1519146120,933.74,934.92,933.28,933.65,6.26,5847.94
1519146180,933.43,933.74,933,933.74,2.35,2194.34
1519146240,932.88,933.49,932.7,933.43,7.42,6923.99
1519146300,932.15,934.98,932.15,932.88,25.87,24121.93
1519146360,934.24,934.24,932.15,932.15,8.82,8232.29
1519146420,934.22,934.24,933.31,934.24,13.81,12895.96
1519146480,933.45,934.24,933.45,934.22,6.04,5641.96
1519146540,933.42,933.45,932.5,933.45,3.43,3202.95
1519146600,933.24,933.42,932.55,933.42,3.42,3190.37
1519146660,933.01,933.4,932.8,933.24,9.72,9074.01
1519146720,933.25,934.99,932.91,933.01,4.7,4391.06
1519146780,934.96,934.97,932.15,933.25,28.75,26825.06
1519146840,933.69,934.99,932.93,934.96,4.16,3888.87
1519146900,935,935,933.52,933.69,56.57,52893.13
1519146960,934.61,935,934.61,935,32.99,30842.4
1519147020,935,935,934.61,934.61,37.93,35466.76
1519147080,935.62,936,935,935,12.55,11740.11
1519147140,935.1,936,935.1,935.62,56.51,52886.37
1519147200,935.37,936.21,935,935.1,18.97,17746.7
1519147260,935.05,935.43,935,935.37,4.29,4010.29
1519147320,933.11,935.75,931.68,935.05,23.35,21795.11
1519147380,934.23,935.5,933.11,933.11,2.69,2517.9
1519147440,934.83,935.23,934.11,934.23,4.72,4412.53
1519147500,934.19,934.83,934.06,934.83,6.1,5697.9
1519147560,934.19,934.19,933.01,934.19,14.07,13146.58
1519147620,934.57,934.57,933.55,934.19,12.98,12127.6
1519147680,934.91,935.49,934,934.57,6.85,6403.74
1519147740,934.87,935.5,934.87,934.91,15.15,14164.28
1519147800,934.64,935.23,934.1,934.87,3.17,2960.43
1519147860,935.49,935.5,934.01,934.64,7.02,6565.05
1519147920,935.34,935.49,934.17,935.49,8.33,7793.93
1519147980,934.82,935.34,934.17,935.34,7.44,6956.61
1519148040,934.65,934.82,934.17,934.82,13.21,12346.71
1519148100,934.39,934.75,934.31,934.65,8.64,8071.72
1519148160,934.71,934.95,934.39,934.39,5.8,5420.13
1519148220,934.91,934.97,934.31,934.71,4.29,4009.42
1519148280,934.35,935.2,934.31,934.91,10.79,10081.97
1519148340,935.06,935.42,934.33,934.35,7.38,6895.63
1519148400,934.4,935.5,934.4,935.06,18,16826.42
1519148460,934.38,935.04,934.38,934.4,14.5,13552.77
1519148520,934.15,935.04,934.15,934.38,13.58,12692.35
1519148580,934.5,934.77,934.07,934.15,8.08,7549.64
1519148640,934.73,935.06,934.48,934.5,6.34,5929.65
1519148700,933.24,934.73,933.22,934.73,21.27,19860.18
1519148760,933.51,934.97,933.24,933.24,3.39,3163.85
1519148820,933.25,933.51,933.22,933.51,2.46,2293.45
1519148880,933.14,933.39,933.02,933.25,6.12,5707.7
1519148940,933.17,933.38,933,933.14,8.67,8094.39
1519149000,932.11,933.36,931.65,933.17,8.4,7832.3
1519149060,932.25,932.7,932.03,932.11,2.8,2606.31
1519149120,932.8,933,932.2,932.25,31.65,29519.61
1519149180,933,933.75,932.8,932.8,5.83,5444.35
1519149240,933.25,933.68,932.8,933,3.76,3504.71
1519149300,932.97,934.75,932.84,933.25,4.88,4553.21
1519149360,933.15,933.15,932.95,932.97,1.77,1651.35
1519149420,933.11,933.64,932.88,933.15,3.88,3622.66
1519149480,932.8,933.11,932.8,933.11,8,7463.14
1519149540,932.82,933.02,932.8,932.8,13.41,12514.66
